50,118.08
50.505,119.99
51.01,113.09
51.515,115.95
52.02,119.25
52.525,122.49
53.03,127.58
53.535,122.91
54.04,130.13
54.545,127.99
55.051,131.8
55.556,128.62
56.061,126.49
56.566,124.21
57.071,131.76
57.576,135.43
58.081,131.99
58.586,132.01
59.091,133.95
59.596,131.81
60.101,135.23
60.606,137.49
61.111,139.41
61.616,139.98
62.121,143.69
62.626,142.69
63.131,150.52
63.636,145.52
64.141,152.5
64.646,143.4
65.152,149.41
65.657,147.27
66.162,151.72
66.667,152.71
67.172,142.6
67.677,147.05
68.182,147.6
68.687,155.98
69.192,161.26
69.697,155.09
70.202,160.65
70.707,160.6
71.212,155.22
71.717,162.02
72.222,158.44
72.727,168.52
73.232,163.33
73.737,171.02
74.242,163.78
74.747,168.85
75.253,167.25
75.758,160.43
76.263,165.6
76.768,172.99
77.273,171.33
77.778,168.08
78.283,171.06
78.788,175.57
79.293,171.61
79.798,180.5
80.303,175.04
80.808,185.85
81.313,175.31
81.818,181.43
82.323,175.56
82.828,179.76
83.333,181.29
83.838,186.28
84.343,189.46
84.848,187.9
85.354,186.21
85.859,191.98
86.364,192.92
86.869,191.22
87.374,194.03
87.879,194.41
88.384,189.82
88.889,197.82
89.394,193.16
89.899,194.38
90.404,198.52
90.909,197.59
91.414,199.3
91.919,203.22
92.424,206.04
92.929,202.07
93.434,205.18
93.939,203.93
94.444,206.81
94.949,208.66
95.455,205.44
95.96,210.02
96.465,212.33
96.97,211.31
97.475,218.87
97.98,210.53
98.485,211.02
98.99,207.98
99.495,219.63
100,220.47
